nom_suggere;categorie;detail;ville;region;courriel;telephone;site;adresse;code_postal;gps;image;resume;nom_brut_melange
Carletonsurmer;Café Bar Restaurant;Restaurant;Québec;;;418 364-1332;https://carletonsurmer.com/portfolio-item/casse-croute-omigoua;;G0C 2Z0;;https://carletonsurmer.com/wp-content/uploads/2022/05/Ville_Carleton-sur-Mer-LOGO-RGB-couleurs.png;Niché à Carleton-sur-Mer, ce lieu offre une atmosphère chaleureuse et conviviale, idéale pour les visiteurs en quête de détente et de découvertes. Profitez de paysages à couper le souffle et d'activités en plein air, notamment des randonnées et des sports nautiques. Les plages dorées qui bordent la région constituent des spots parfaits pour se ressourcer. Dégustez les saveurs locales dans les rest;Tourisme Tadoussac
Griendel;Café Bar Restaurant;Restaurant;Québec;Québec;griendel.insta@gmail.com;418 522-2552;http://www.griendel.com;46 boul. René Lévesque O.;G1R 2A4;46.8047556,-71.2261922;https://www.facebook.com/tr?id=1605294939854344&ev=PageView&noscript=1;Né dans le quartier Saint-Sauveur, le restaurant Griendel s'est installé à Montcalm, où l'ambiance chaleureuse invite à déguster une cuisine savoureuse. Accompagnée de bières brassées à Saint-Jacques-de-Leeds, chaque visite devient une expérience conviviale. Les clients apprécieront la qualité des ingrédients et la passion qui animent chaque plat et breuvage. Griendel offre également une sélection;Tourisme et séjour dans Charlevoix, art et nature | Régions du Québec | Bonjour Québec
Monsieurb;Café Bar Restaurant;Restaurant;Montréal;Montréal;restaurantmonsieurb@gmail.com;514 845-6066;https://www.monsieurb.ca;371 Rue Villeneuve Est;H2T 1M1;45.525025,-73.586277;http://static1.squarespace.com/static/67d99868cc2811689629a617/t/6834db6aaafc4b2607a34358/1748294506840/monsieurB-logo-info.jpg?format=1500w;Monsieur B est un bistro chaleureux situé au cur du Plateau Mont-Royal à Montréal, où l'on peut apporter son vin. Ce restaurant décontracté est le point de rencontre idéal pour partager des moments conviviaux en savourant une cuisine raffinée, axée sur des produits du marché et inspirée par les classiques de la cuisine française. Ouvert en soirée et proposant bientôt un brunch les week-ends, Mons;TOURELLE DE CHAMPLAIN
Legermainhotels;Café Bar Restaurant;Restaurant;Québec, Brossard;;;;https://www.legermainhotels.com/fr/hotel/charlevoix/restaurants/les-labours;;;;https://assets.germainhotels.com/germain-website-assets-production/website-assets/Germain-H%C3%B4tels/Logo_GermainHotels_FR_2019_Black_Square.png;Les Hôtels Germain offrent un hébergement de choix grâce à un souci du détail et un confort inégalé. Situés à travers le Canada, y compris à Montréal et Québec, ces établissements sont réputés pour leur accueil chaleureux et leur ambiance élégante. Explorez des expériences culinaires savoureuses, comme au restaurant Le Boulevardier à Montréal, où des plats inspirés de la brasserie mettent en valeu;Tomate Basilic
Jesuisunenfantterrible;Café Bar Restaurant;Restaurant;Montréal;Montréal;infobernard@jesuisunenfantterrible.com;514 759-9918;http://www.jesuisunenfantterrible.com;1257, av. Bernard O.;H2V1V8;45.5199908,-73.6092782;https://cdn.prod.website-files.com/673f718209cc3edd1d9bec3f/67912ea6194d08b5f1a691ea_opengraph.png;Les Enfants Terribles, véritable emblème de la gastronomie moderne au Québec, vous accueillent dans une atmosphère chaleureuse et conviviale. Avec plusieurs établissements à travers la province, cet endroit est parfait pour partager un repas en famille ou entre amis. La cuisine, qui marie harmonieusement la tradition française à une touche contemporaine, met à lhonneur des produits locaux de qual;TOMAHAWK - AU CHALET EN BOIS ROND
Tiramisumtl;Café Bar Restaurant;Restaurant;Montréal;Montréal;info@tiramisumtl.com;514 657-5296;https://www.tiramisumtl.com;989 Boulevard Saint-Laurent;H2Z 1J4;45.5078904,-73.559039;https://cdn.prod.website-files.com/648793cc68b333cb5f14841f/64921c83bed53fc72fafa015_tiramisu.jpg;Le Tiramisu, situé au cur du Chinatown de Montréal, propose une expérience culinaire unique en fusionnant la cuisine italienne et japonaise. Sous la direction du talentueux Chanthy Yen, le menu se distingue par des plats originaux tels que le Tartare Sushi Arancini et une lasagne Tonkotsu. L'intérieur, alliant un style mid-century élégant et des influences japonaises, crée une ambiance chaleureus;TERRA PERMA
Lesaint Mo;Café Bar Restaurant;Restaurant;Shawinigan;Shawinigan;bistrogourmand@lesaintmo.com;819 537-7806;https://www.lesaint-mo.com;433, av. Willow;G9N 1X2;46.540376,-72.753748;https://lesaintmo.com/wp-content/uploads/2021/09/Le-Saint-Mo-Bistro-Gourmand-a-Shawinigan.jpg;Le Saint-Mo, bistro gourmand situé à Shawinigan, vous invite à découvrir une expérience culinaire conviviale au bord de la rivière Saint-Maurice. Son décor exceptionnel et sa terrasse offrent une vue imprenable, idéale pour se sentir en vacances. Le chef, chaque jour, propose des plats originaux élaborés à partir de produits frais et locaux, mettant en avant les saveurs de saison dans une ambiance;Taverne Gordon
Rockstarburgerbar;Café Bar Restaurant;Restaurant;Mascouche;Les Moulins;;450 474-3575;https://www.rockstarburgerbar.ca;130, montée Masson;J7K 3B5;45.7239975,-73.62013859999;https://portal.restodata.ca/rockstar/gallery/images/01_rockstar_42-2018-10-18.jpg;Le Rockstar Poutinerie Burger Bar est un restaurant-bar au style industriel rustique situé dans une ambiance chaleureuse, idéal pour les familles et les groupes. Spécialisé dans les hamburgers gastronomiques et les poutines traditionnelles, il propose également des cocktails en pot mason, ainsi qu'une variété de plats réconfortants, tels que des côtes levées et des crêpes. Profitez de son atmosphè;TAURUS
3 Amigosrestaurants;Café Bar Restaurant;Restaurant;Pointe-Claire;Montréal;3amigosresto@gmail.com;;https://3amigosrestaurants.com;50 Boulevard Brunswick;H9B 2L3;45.481506999999,-73.79843939999;https://3amigosrestaurants.com/wp-content/uploads/2023/10/enseigne-exterieure-3-amigos.jpg;Le restaurant 3 Amigos, fondé en 1998 sur la rue Sainte-Catherine à Montréal, est une véritable célébration de la cuisine mexicaine. Avec son ambiance conviviale et festive, il offre une expérience culinaire inoubliable, accompagnée de décors exotiques et de terrasses ensoleillées. Présent dans plusieurs villes du Grand Montréal, comme Laval, Brossard et le Vieux-Montréal, chaque succursale invite;TANIÈRES MICROCHALETS
Pubsaintpatrick;Café Bar Restaurant;Restaurant;Québec;Québec;info@pubsaintpatrick.com;418 694-0618;https://pubsaintpatrick.com;1200, rue St-Jean;G1R 1S8;46.814689,-71.209394;https://pubsaintpatrick.com/wp-content/uploads/shareSP.png;Le Pub St-Patrick, situé sur la rue Saint-Jean à Québec, est une institution qui allie ambiance irlandaise et histoire québécoise. Avec ses voûtes historiques et son décor chaleureux, cet établissement est l'endroit idéal pour savourer des repas délicieux tout en profitant d'un bon verre. Que vous soyez amateur de hockey ou passionné de musique, le Pub propose des soirées animées avec des chansonn;Taboo Cuisine Rebelle
Pubduparvis;Café Bar Restaurant;Restaurant;Québec;Québec;contact@pubduparvis.com;418 524-0812;https://pubduparvis.com;481, rue St-Joseph E.;G1K 3B6;46.814406,-71.223688;https://pubduparvis.com/wp-content/uploads/Share-PP.png;Le Pub du Parvis, situé à Québec, est l'endroit parfait pour les amateurs de sports et de bonne cuisine. Dans une ambiance conviviale et festive, vous pourrez déguster une sélection de bières artisanales tout en suivant vos événements sportifs préférés, ou en profitant de concerts de rock, blues et musique alternative les jours sans match. Le bar propose également des menus adaptés pour vos repas ;Table 51 Décarie
Lepouce;Café Bar Restaurant;Restaurant;Irlande;Les Appalaches;info@lepouce.ca;418 428-3702;https://lepouce.ca;141 Québec 165;G6H 2N7;46.1814953,-71.694683;https://lepouce.ca/wp-content/uploads/2016/12/supreme-filtre-1200x628-cropped.jpg;Le Pouce, situé entre Plessisville et Thetford Mines, est un restaurant de renom qui ravit les amateurs de bonne cuisine depuis plus de trente ans. Idéal pour une pause déjeuner ou un moment de détente, cet établissement propose des hamburgers savoureux, de délicieuses poutines et des crèmes glacées parfaites pour les familles. Ses atouts incluent un grand terrain verdoyant avec trampoline et modu;Tabernacle
Museehuronwendat;Café Bar Restaurant;Restaurant;Québec;;;(418) 847-2260;https://museehuronwendat.ca;;G0A 4V0;;https://museehuronwendat.ca/gestion/wp-content/uploads/2020/04/TW_logo-colour.png;Le Musée Huron-Wendat, situé à Wendake, Québec, offre une expérience immersive au cur de la culture huronne-wendat. Dans une ambiance chaleureuse, les visiteurs découvrent lhistoire, les traditions et lart de ce peuple autochtone à travers des expositions captivantes. Le musée propose des activités interactives qui permettent une véritable connexion avec les racines de cette communauté. Que vou;SUITES-SUR-LAC UNITÉ #2105
Lofttapas;Café Bar Restaurant;Restaurant;Rivière-du-Loup;Rivière-du-Loup;info@le403.com;418 862-1101;http://lofttapas.com;403, Lafontaine;G5R 3B6;47.830616,-69.534962;https://static.wixstatic.com/media/c03a37_0a8cca01892c4914b2dca4e4eb5c7114~mv2_d_2073_1944_s_2.png/v1/fill/w_175,h_150,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/c03a37_0a8cca01892c4914b2dca4e4eb5c7114~mv2_d_2073_1944_s_2.png;Le Loft - Tartares et Cocktails est un établissement culinaire situé dans une atmosphère conviviale et chaleureuse. Ce lieu est idéal pour les amoureux de la bonne cuisine, où une équipe jeune et dynamique propose des plats savoureux et créatifs. Les visiteurs peuvent explorer une variété de tartares raffinés et déguster des cocktails soigneusement élaborés. Parfait pour des soirées entre amis ou ;SUITES-SUR-LAC UNITÉ #1106
Legrandhotel;Café Bar Restaurant;Restaurant;Baie-Comeau;Manicouagan;legrandhotel@globetrotter.net;418 296-2212;https://www.legrandhotel.ca;48, pl. La Salle;G4Z 1K3;49.22095,-68.15227;https://static.wixstatic.com/media/fa96b8_3a5a86bfd1814ce1b4a67b944e4cb3c7~mv2_d_4088_2112_s_2.jpg/v1/fill/w_2500,h_1291,al_c/fa96b8_3a5a86bfd1814ce1b4a67b944e4cb3c7~mv2_d_4088_2112_s_2.jpg;Le Grand Hôtel, situé au cur de Baie-Comeau, allie charme historique et confort moderne. Avec ses 100 chambres entièrement rénovées, cet hôtel est parfait pour les séjours d'affaires comme pour les vacances en famille. Il propose un cadre idéal pour allier détente et découvertes, à proximité dactivités variées, comme le golf, la plage Champlain, et les sentiers de randonnée. Le restaurant-bar Le;SUITE DU CLOCHER - BELL TOWER SUITE
Gaspesiana;Café Bar Restaurant;Restaurant;Sainte-Flavie;La Mitis;info@gaspesiana.com;418 775-7233;https://gaspesiana.com/services/restaurant-au-gout-du-large;460, rte de la Mer;G0J 2L0;48.609631,-68.234221;https://gaspesiana.com/wp-content/uploads/2022/07/gaspesiana-augoutdularge-001.jpg;Le Gaspésiana, situé à Sainte-Flavie dans la magnifique région du Québec, est un endroit idéal pour savourer une cuisine raffinée. Cet établissement propose un menu varié, comprenant des déjeuners, des tables d'hôte pour le midi et un menu du soir, ainsi qu'un menu des fêtes disponible à partir du 15 novembre pour les groupes. L'atmosphère y est chaleureuse et conviviale, parfaite pour célébrer de;STUDIOS STATION TOURISTIQUE PIN ROUGE
Legardenroom;Café Bar Restaurant;Restaurant;Montréal;Montréal;reservations@legardenroom.com;438 603-5603;https://www.legardenroom.com;1445, rue Bishop;H3G 2E4;45.49729,-73.57747;http://static1.squarespace.com/static/646e41f87e937c05a358c8d0/t/648b1753fd3d5f01edda6805/1686837084103/3Asset+7GR_Logo.png?format=1500w;Le Garden Room, situé au 1445 rue Bishop à Montréal, est un restaurant et bar thaïlandais unique qui vous plonge dans une expérience culinaire et festive authentique. Dans ce véritable oasis urbain, étudiants, jeunes professionnels et citadins se réunissent pour savourer des nouilles thaïlandaises et des plats de riz élaborés par la chef Pamika. L'atmosphère chaleureuse et conviviale invite à se d;STUDIOS CHANTECLAIR VILLÉGIATURE RESORT
Leprinceelie;Café Bar Restaurant;Restaurant;Saint-Élie-de-Caxton;Maskinongé;restoleprinceelie@gmail.com;819 221-2815;http://www.leprinceelie.com;2382, av. Principale;G0X2N0;46.490328,-72.958893;https://leprinceelie.com/app/uploads/2021/10/new-og-image.jpg;Le Garde-Manger, situé en plein cur de Québec, vous invite à découvrir une cuisine de bistro gourmande. Chaque mois, une ardoise renouvelée met en avant des saveurs de saison, créant une atmosphère chaleureuse et conviviale. Le restaurant prône l'authenticité avec des plats simples et réconfortants, accessibles à tous. En parallèle, une épicerie fine propose une sélection de produits du terroir, ;STUDIO/APP. MAISON CLAUPHI
Domainelaforetenchantee;Café Bar Restaurant;Restaurant;Val-Racine;Le Granit;;;https://www.domainelaforetenchantee.com;215 Chemin de la Fôret Enchantée;G0Y 1E1;45.4600948,-71.0694461;https://static.wixstatic.com/media/681945_67bafc312a94450782ad1992afde6075~mv2.jpg/v1/fill/w_2500,h_1875,al_c/681945_67bafc312a94450782ad1992afde6075~mv2.jpg;Le Domaine La Forêt Enchantée, situé à Val-Racine en Estrie, offre un paysage enchanteur sur 12 acres au pied du majestueux Mont-Mégantic, reconnu comme la première Réserve internationale de ciel étoilé. Ce havre de paix propose des chambres confortables et une expérience de détente incluant un bassin, sauna et hammam. Le restaurant sur place propose des délices tels que des fondues et des bières ;Strom spa nordique (Île-des-Soeurs)
Ledeux;Café Bar Restaurant;Restaurant;Sainte-Thérèse;Thérèse-De Blainville;info@ledeux.ca;450 979-2522;https://ledeux.ca;2 Rue Turgeon;J7E 5R9;45.6393383,-73.84187;http://static1.squarespace.com/static/56ecd25062cd9413e14d5118/t/67238d89eddece30d37c54bb/1730383241674/deux+angel+logotype.png?format=1500w;Le Deux est un bar à vin de quartier situé au cur du village de Sainte-Thérèse, où la convivialité et le partage sont à l'honneur. Sa magnifique terrasse invite à savourer une cuisine de saison simple et délicieuse, avec des assiettes à partager. Les visiteurs apprécieront une sélection de vins naturels, de bières artisanales, ainsi que des cocktails du jour. Chaque plat offre une expérience uniq;STEPHANIE THEORET
Restaurantlechoudebruxelles;Café Bar Restaurant;Restaurant;Sherbrooke;Sherbrooke;info@leschaletsnature.com;438 806-6075;https://www.restaurantlechoudebruxelles.com;1461 Rue Galt Ouest;J1H 2A9;45.3869246,-71.911592;https://static.wixstatic.com/media/8abc2e_b742a576393842349ae73bae62c86dcc.jpg/v1/fit/w_2500,h_1330,al_c/8abc2e_b742a576393842349ae73bae62c86dcc.jpg;Le Chou de Bruxelles, situé dans la région de Québec, vous invite à vivre une expérience culinaire authentique et conviviale depuis 42 ans. Que vous soyez en couple, en famille ou entre amis, cet établissement chaleureux se spécialise dans la cuisine belge et propose un menu à emporter. Ne manquez pas de déguster leurs célèbres moules, préparées dans la pure tradition belge. Pour une soirée réussi;STATIONNEMENT VR METABETCHOUAN-LAC-À-LA-CROIX
Lechavigny;Café Bar Restaurant;Restaurant;Deschambault-Grondines;Portneuf;manager@econolodgedeschambault.com;418 286-4959;http://www.lechavigny.com;11, rue des Pins;G0A 1S0;46.6392827,-71.9964613;https://lechavigny.com/wp-content/uploads/2023/10/logo-chavigny.png;Le Chavigny, situé à l'entrée de la région touristique de Portneuf, est un complexe hôtelier convivial, idéalement placé sur l'autoroute 40, entre Trois-Rivières et Québec. Il propose des chambres confortables et des suites, ainsi qu'un restaurant qui satisfait tous les goûts. Les visiteurs apprécieront son ambiance chaleureuse, ses installations modernes incluant un garage chauffé et des bornes d;STATION UAPISHKA S.E.N.C.
